record_id,what is your gender,in which year of your studies are you currently enrolled,what was your bac specialty,how many hours per week do you spend studying personnal efforts,where do you prefer to study,you prefer to study,what learning methods do help you understand better,what types of resources do you use most,do you use a planer or a schedule in your revisions,for the next 8 questions you will have a list of problems obstacles classify them according to how much they influence your studies 1 first,2 second,3 third,4 fourth,5 fifth,6 sixth,7 seventh,8 eighth,other problems that you face,rate your satisfaction with the school s program,do you engage in any external activities not related to the study field,your level of motivation for joining ensia,how much do you like the field of artificial intelligence,how do other s feedback influence you,how many hours do you sleep,how well do you handle stress and pressure,in a scale of 1 to 10 how do you rate your level in the following fields 1 english,2 programming,3 computer science,4 mathematics,4 forth,how do others feedbacks influence you,year_ordinal,inferred_year_from_grades,1y average s1,1y average s2,1y average,1y foundational mathematics,1y dsa1,1y digital systems,1y information technology essentials,1y english 1,1y cpsct,1y oop,1y introduction to linux,1y linear algebra,1y mathematical analysis 1,1y introduction to statistics,1y english 2,1y intensive english,1y seminar,1y analysis i,1y algebra,1y a com i,1y intro prog c,1y analysis ii,1y a com ii,1y proba stat
186,Male,Second year,Mathematics,18-25,At home,Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Teachers' teaching method,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Bad quality of internet,Bad quality of internet,Not having a good (powerful) computer,Private life problems,Lack of motivation,1.0,No,1.0,5.0,You do not care about,8 hours or more,3.0,6.0,5.0,5.0,4.0,Lack of previous knowledge or experience in the field,Negatively,2,1.0,17.0,16.0,16.0,,,,,,High,Very High,,High,,,,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,High
187,Female,Second year,Mathematics,26-33,In the dorms' library,Alone,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization","Books, Online documents",No,Teachers' teaching method,Pressure,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of time,Teaching language,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Lack of motivation,1.0,No,4.0,5.0,You do not care about,8 hours or more,3.0,9.0,7.0,7.0,8.0,Private life problems,Negatively,2,1.0,17.0,16.0,17.0,,,,,,Very High,Very High,,Very High,,,,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Very High
188,Male,Second year,Mathematics,34-41,In the school's library,Alone,Learning by practicing;Project-based learning;Online courses and tutorials,Books;Online tutorials;YouTube videos;chatgpt,Yes,Pressure,Private life problems,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Bad quality of internet,fucking 3ala9at ijtima3eya,3.0,Yes,3.0,4.0,Positively,5-7 hours,4.0,7.0,8.0,7.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,17.0,17.0,17.0,Very High,High,Very High,High,High,Moderate,High,High,High,High,Very High,High,,,,,,,,,
189,Female,Second year,Mathematics,26-33,In the school's library,With a group,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization, Interactive workshops, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Lack of time,Teaching language,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Pressure,Not having a good (powerful) computer,Teachers' teaching method,Lack of motivation,3.0,No,4.0,5.0,You do not care about,8 hours or more,3.0,7.0,8.0,8.0,8.0,Pressure,Positively,2,1.0,17.0,17.0,17.0,,,,,,Very High,Very High,,High,,,,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High
190,Female,Second year,Mathematics,18-25,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization, Interactive workshops","Books, Online tutorials, Online documents, YouTube videos",Yes,Teachers' teaching method,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Lack of motivation,2.0,Yes,3.0,5.0,You do not care about,5-7 hours,4.0,8.0,8.0,7.0,9.0,Pressure,You do not care about,2,1.0,17.0,18.0,17.0,,,,,,High,Very High,,Very High,,,,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High
191,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Learning by practicing;Project-based learning,Books;Online tutorials;Online documents,Yes,Lack of time,Bad quality of internet,Private life problems,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Not having a good (powerful) computer,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,5.0,You do not care about,5-7 hours,3.0,8.0,7.0,6.0,7.0,Bad quality of internet,You do not care about,3,2.0,17.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,
192,Female,First year,Mathematics,34-41,In your room (dorms),Alone,Lectures;Learning by practicing,Online tutorials;Online documents;YouTube videos,Yes,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Teaching language,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,Don't know the right method to study,4.0,No,5.0,5.0,Positively,8 hours or more,4.0,6.0,6.0,6.0,3.0,Lack of previous knowledge or experience in the field,You do not care about,1,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,
193,Female,First year,Mathematics,26-33,In the school's library,Alone,Learning by practicing,Online documents;YouTube videos,Yes,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Private life problems,Not having a good (powerful) computer,Lack of time,I waste time in the dorms,3.0,No,5.0,4.0,You do not care about,8 hours or more,3.0,5.0,4.0,3.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,1,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
194,Female,First year,Mathematics,10-17,In the school's library,In peer,Learning by practicing,Online tutorials;YouTube videos,Yes,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of time,Pressure,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Private life problems,"english language, studying secondry modules effect our focusing on main module, espacially with a lot of home works and projects",2.0,No,3.0,4.0,Positively,5-7 hours,2.0,7.0,9.0,10.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,1,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
195,Female,Second year,Science,18-25,In the school's library,Alone,Learning by practicing;Project-based learning,Books;YouTube videos,No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Private life problems,Lack of motivation,2.0,Yes,2.0,4.0,Positively,5-7 hours,3.0,8.0,8.0,7.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,11.0,10.0,,Low,Moderate,Moderate,Moderate,High,High,Moderate,High,Low,Low,Low,High,,,,,,,,,
196,Female,Second year,Technical maths,10-17,In the dorms' library,With a group,Lectures,Books;Online tutorials;Online documents,No,Pressure,Private life problems,Teaching language,Bad quality of internet,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,1.0,4.0,You do not care about,8 hours or more,1.0,10.0,5.0,7.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,11.0,10.0,,High,Moderate,Low,Moderate,Very High,Very High,Low,High,Low,Low,Moderate,Very High,,,,,,,,,
197,Male,Second year,Technical maths,18-25,In your room (dorms),In peer,Lectures;Learning by practicing,Online tutorials;YouTube videos,No,Private life problems,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Lack of motivation,3.0,No,4.0,4.0,Positively,5-7 hours,4.0,8.0,6.0,7.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,11.0,12.0,,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,High,High,High,,,,,,,,,
198,Female,Second year,Mathematics,10-17,At home,Alone,Learning by practicing,Books;Online tutorials;Online documents;YouTube videos,No,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Bad quality of internet,Not having a good (powerful) computer,Teaching language,This is pretty much it,2.0,Yes,2.0,3.0,You do not care about,5-7 hours,3.0,9.0,4.0,2.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,
199,Female,Second year,Science,10-17,In the school's library,Alone,Lectures,Books;Online documents,No,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Pressure,Private life problems,Not having a good (powerful) computer,Teaching language,Lack of motivation,3.0,No,3.0,4.0,Negatively,8 hours or more,4.0,4.0,8.0,8.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,12.0,11.0,,Moderate,High,Low,High,High,Moderate,Moderate,High,Moderate,High,Low,High,,,,,,,,,
200,Male,Second year,Science,10-17,In your room (dorms),Alone,Lectures;Learning by practicing,Online documents;YouTube videos,Yes,Lack of time,Private life problems,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Teaching language,Bad quality of internet,Not having a good (powerful) computer,Lack of motivation,4.0,No,3.0,3.0,Positively,5-7 hours,3.0,8.0,8.0,6.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,
201,Female,Second year,Science,18-25,In the school's library,Alone,Learning by practicing;Mind mapping and visualization;Interactive workshops;Online courses and tutorials,Online tutorials;YouTube videos;Private courses,Yes,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of time,Private life problems,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,Pressure,Health,2.0,Yes,4.0,5.0,Positively,5-7 hours,4.0,8.0,7.0,6.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,13.0,11.0,,High,Moderate,High,Moderate,High,High,Moderate,High,Moderate,Low,Moderate,High,,,,,,,,,
202,Male,First year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing,Books,No,Lack of time,Pressure,Teaching language,Private life problems,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Teachers' teaching method,Don't know the right method to study,3.0,No,3.0,3.0,You do not care about,5-7 hours,3.0,5.0,6.0,4.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,1,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,
203,Male,Third year,Science,18-25,In your room (dorms),Alone,Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents,Yes,Private life problems,Teachers' teaching method,Lack of time,Pressure,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,5.0,4.0,Positively,5-7 hours,3.0,6.0,9.0,9.0,8.0,Bad quality of internet,You do not care about,3,2.0,16.0,13.0,,,,,,,,,,,,,,,,,,,,,,
204,Male,Second year,Mathematics,18-25,In your room (dorms),Alone,Lectures,Books,No,Teachers' teaching method,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Bad quality of internet,Private life problems,Lack of motivation,1.0,No,2.0,3.0,You do not care about,8 hours or more,2.0,4.0,9.0,9.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,16.0,15.0,,High,Very High,High,Very High,High,High,Very High,High,Moderate,High,High,Moderate,,,,,,,,,
205,Female,Third year,Science,18-25,In your room (dorms),Alone,Lectures;Online courses and tutorials,YouTube videos,No,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Private life problems,Teaching language,Private life problems,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,4.0,4.0,Positively,5-7 hours,2.0,6.0,5.0,4.0,7.0,Bad quality of internet,You do not care about,3,2.0,,,,Moderate,Moderate,Moderate,Moderate,High,High,High,Low,Moderate,High,High,High,,,,,,,,,
206,Male,Second year,Science,18-25,In your room (dorms),With a group,Lectures;Learning by practicing;Mind mapping and visualization,Books;Online tutorials;YouTube videos,No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Private life problems,Teachers' teaching method,Lack of motivation,3.0,Yes,3.0,2.0,Positively,5-7 hours,3.0,6.0,4.0,4.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,,,,Moderate,Moderate,Moderate,Low,Moderate,High,Moderate,High,Moderate,Moderate,Moderate,High,,,,,,,,,
207,Female,Second year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing;Mind mapping and visualization,Online tutorials;Online documents;YouTube videos,No,Private life problems,Pressure,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of time,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Lack of motivation,3.0,No,1.0,4.0,Negatively,5-7 hours,1.0,8.0,5.0,6.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,,,,Moderate,Moderate,Low,High,Very High,High,Moderate,High,Moderate,High,High,High,,,,,,,,,
208,Female,Second year,Mathematics,18-25,In your room (dorms),Alone,Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Online tutorials;YouTube videos,Yes,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Private life problems,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Lack of motivation,2.0,No,3.0,4.0,Negatively,5-7 hours,2.0,7.0,3.0,7.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,,,,Moderate,Very Low,Very Low,Moderate,High,Moderate,Very Low,High,High,Low,Moderate,High,,,,,,,,,
209,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing;Mind mapping and visualization,Online documents;YouTube videos;Course material,No,Bad quality of internet,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Private life problems,Teaching language,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,3.0,3.0,You do not care about,5-7 hours,4.0,10.0,7.0,8.0,7.0,Bad quality of internet,You do not care about,3,2.0,,,,High,Moderate,,,Very High,Moderate,Moderate,,Moderate,High,Low,Very High,,,,,,,,,
210,Female,Fourth year,Mathematics,More than 41,In your room (dorms),Alone,Learning by practicing;Project-based learning;Online courses and tutorials,Books;Online tutorials;Online documents,No,Teachers' teaching method,Not having a good (powerful) computer,Lack of time,Bad quality of internet,Pressure,Lack of previous knowledge or experience in the field,Teaching language,Private life problems,"The not organized study schedule put by the school , some modules requires TD and they do not have ...",2.0,No,2.0,3.0,You do not care about,5-7 hours,3.0,7.0,7.0,7.0,6.0,Unknown,Unknown,4,3.0,,,,Moderate,Moderate,,,,,Moderate,,Moderate,Moderate,Low,,,,,,,,,,
